SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN
M&M,EQ,1344.45,1400.0,1344.45,1367.4,1366.0,1376.0,436811,597270472.1,10-JUL-2017,9688,INE101A01026
MANAPPURAM,EQ,105.0,105.0,99.2,101.4,101.3,101.6,1063437,108256436.45,10-JUL-2017,3862,INE522D01027
MARICO,EQ,324.0,324.0,319.55,323.0,323.7,320.2,68720,22170538.5,10-JUL-2017,1530,INE196A01026
MARUTI,EQ,7500.5,7500.5,6700.0,7430.45,7433.3,7432.8,47433,352788666.4,10-JUL-2017,4351,INE585B01010
MCX,EQ,1100.0,1100.0,1081.7,1085.7,1088.0,1091.6,22376,24336252.35,10-JUL-2017,745,INE745G01035
MFSL,EQ,596.65,603.65,593.0,597.1,595.7,594.15,65629,39254464.65,10-JUL-2017,1395,INE180A01020
MOTILALOFS,EQ,1065.0,1118.05,1065.0,1103.3,1097.0,1094.4,32740,36231980.85,10-JUL-2017,1026,INE338I01027
MPHASIS,EQ,600.0,622.4,600.0,616.4,614.9,597.45,20895,12845358.6,10-JUL-2017,646,INE356A01018
MUTHOOTFIN,EQ,448.9,454.0,445.0,449.5,451.5,448.9,65960,29715034.2,10-JUL-2017,1324,INE414G01012
NATIONALUM,EQ,67.8,68.5,65.0,67.95,68.25,67.55,456465,31030036.45,10-JUL-2017,1656,INE139A01034
NAUKRI,EQ,1023.7,1049.0,1005.4,1039.35,1044.45,1044.55,5348,5555025.2,10-JUL-2017,427,INE663F01024
NBCC,EQ,208.0,208.0,204.0,205.25,206.2,204.75,132849,27280631.85,10-JUL-2017,1488,INE095N01023
NESTLEIND,EQ,6900.05,6900.05,6778.0,6805.5,6810.0,6870.05,8777,59797946.5,10-JUL-2017,835,INE239A01016
NHPC,EQ,31.7,32.35,31.5,32.15,32.1,31.8,795129,25514961.3,10-JUL-2017,1209,INE848E01016
NMDC,EQ,122.0,122.0,115.5,117.65,117.5,115.95,693254,81743869.0,10-JUL-2017,3863,INE584A01023
NTPC,EQ,170.0,170.0,153.6,160.05,160.05,159.05,992122,158838984.95,10-JUL-2017,6023,INE733E01010
OBEROIRLTY,EQ,400.0,400.0,370.9,387.55,387.0,382.35,20856,8070586.0,10-JUL-2017,357,INE093I01010
OFSS,EQ,3625.0,3649.35,3607.0,3622.7,3642.85,3614.45,3859,14001633.95,10-JUL-2017,697,INE881D01027
OIL,EQ,265.0,268.65,262.9,265.6,265.55,263.6,41359,10989429.1,10-JUL-2017,753,INE274J01014
ONGC,EQ,165.0,165.0,154.0,162.4,162.15,159.6,1406791,228156549.7,10-JUL-2017,13626,INE213A01029
PAGEIND,EQ,16850.0,17066.3,16550.0,16637.05,16724.9,16891.65,3590,60132351.5,10-JUL-2017,880,INE761H01022
PERSISTENT,EQ,650.0,677.0,650.0,663.7,665.5,667.6,13510,9023287.35,10-JUL-2017,679,INE262H01013
PETRONET,EQ,218.05,220.2,212.0,219.75,219.8,217.5,409813,89680754.1,10-JUL-2017,6277,INE347G01014
PFC,EQ,128.0,128.0,125.8,126.7,126.65,125.85,2498150,317154869.95,10-JUL-2017,5134,INE134E01011
PGEL,EQ,276.95,280.1,273.0,274.55,274.9,279.95,7507,2071667.35,10-JUL-2017,188,INE457L01011
PHOENIXLTD,EQ,461.0,461.85,459.75,460.15,461.5,465.65,520,239386.25,10-JUL-2017,35,INE211B01039
PIDILITIND,EQ,830.0,831.75,805.0,826.75,829.95,812.15,179768,148200259.35,10-JUL-2017,2237,INE318A01026
PIIND,EQ,813.9,815.0,802.4,805.1,804.35,802.3,33030,26684058.35,10-JUL-2017,705,INE603J01030
PNB,EQ,148.0,154.25,143.0,153.25,153.1,144.2,6737212,1027572511.5,10-JUL-2017,31366,INE160A01022
PNBHOUSING,EQ,1540.0,1541.0,1500.0,1518.3,1516.0,1520.8,25508,38708626.25,10-JUL-2017,1204,INE572E01012
POWERGRID,EQ,212.2,212.2,189.15,211.35,212.0,209.45,1601141,337680282.7,10-JUL-2017,2433,INE752E01010
PRESTIGE,EQ,295.0,295.0,276.3,278.5,277.6,282.3,51636,14524932.1,10-JUL-2017,919,INE811K01011
RADICO,EQ,135.9,137.9,135.0,135.85,135.7,135.2,37591,5114141.75,10-JUL-2017,442,INE944F01028
RBLBANK,EQ,530.0,551.0,495.0,532.6,532.9,527.0,264541,140641675.95,10-JUL-2017,3830,INE976G01028
RECLTD,EQ,188.0,188.0,180.75,187.0,186.5,180.75,1295877,241602091.4,10-JUL-2017,11324,INE020B01018
RELIANCE,EQ,1530.0,1550.0,1412.0,1492.85,1491.0,1491.15,815433,1219206575.7,10-JUL-2017,9771,INE002A01018
SAIL,EQ,62.2,64.5,60.0,62.95,63.1,61.65,1932833,121451650.75,10-JUL-2017,4722,INE114A01011
SBIN,EQ,300.0,300.0,253.0,285.55,285.3,280.1,2171603,620365103.15,10-JUL-2017,21312,INE062A01020
SHREECEM,EQ,18200.0,18400.0,18000.0,18250.45,18350.0,18365.8,2604,47475070.2,10-JUL-2017,605,INE070A01015
SIEMENS,EQ,1300.0,1368.85,1250.0,1364.55,1367.9,1351.25,24789,33756880.85,10-JUL-2017,654,INE003A01024
SOLARINDS,EQ,844.35,860.0,836.85,852.4,847.1,844.35,3835,3268331.5,10-JUL-2017,169,INE343H01029
SRF,EQ,1536.0,1552.95,1521.6,1546.85,1546.0,1534.2,28867,44503620.2,10-JUL-2017,969,INE647A01010
SUNPHARMA,EQ,570.6,576.2,550.0,563.7,563.7,549.0,1032613,583945376.6,10-JUL-2017,13522,INE044A01036
SUPREMEIND,EQ,1233.0,1442.6,1205.0,1233.65,1237.05,1222.55,29447,36249957.7,10-JUL-2017,1336,INE195A01028
SUZLON,EQ,19.95,19.95,18.0,18.85,18.85,18.55,9084319,170928149.4,10-JUL-2017,5529,INE040H01021
TATAELXSI,EQ,1650.0,1721.8,1650.0,1707.65,1707.0,1695.8,76568,130966132.1,10-JUL-2017,2674,INE670A01012
TATAPOWER,EQ,89.05,89.05,81.0,83.45,83.4,81.7,1442406,120304625.7,10-JUL-2017,3828,INE245A01021
TATASTEEL,EQ,558.9,561.6,549.1,559.35,558.45,553.35,1089492,607925299.05,10-JUL-2017,13001,INE081A01012
TCS,EQ,2341.0,2444.9,2331.0,2434.95,2435.0,2331.95,398392,966714360.85,10-JUL-2017,12486,INE467B01029
TECHM,EQ,399.0,399.0,369.3,384.1,383.25,380.0,270762,104170240.0,10-JUL-2017,3678,INE669C01036
TITAN,EQ,540.05,540.05,520.0,536.75,536.5,532.5,511607,274008433.55,10-JUL-2017,4805,INE280A01028
TORNTPHARM,EQ,1299.0,1315.0,1170.0,1300.9,1310.5,1298.4,35325,45928093.8,10-JUL-2017,1145,INE685A01028
TRENT,EQ,268.5,268.5,245.95,247.25,246.4,248.4,25311,6296547.6,10-JUL-2017,515,INE849A01020
TVSMOTOR,EQ,630.75,630.75,563.0,571.15,570.0,573.45,120568,69258896.0,10-JUL-2017,2078,INE494B01023
ULTRACEMCO,EQ,4110.1,4165.0,4097.95,4135.15,4149.0,4096.9,26486,109677287.75,10-JUL-2017,1716,INE481G01011
UNIONBANK,EQ,154.9,157.5,151.95,156.85,156.75,151.0,777061,121830952.4,10-JUL-2017,4565,INE692A01016
UPL,EQ,861.85,861.85,848.0,850.8,852.0,849.4,131388,111747261.95,10-JUL-2017,1713,INE628A01036
VBL,EQ,533.9,533.9,476.1,521.9,524.05,531.9,15218,7945717.75,10-JUL-2017,354,INE200M01013
VEDL,EQ,261.9,261.9,251.15,260.7,260.3,257.1,1434378,374041602.25,10-JUL-2017,8310,INE205A01025
VOLTAS,EQ,465.0,469.75,463.0,467.0,467.0,466.55,131018,61227666.65,10-JUL-2017,1201,INE226A01021
WIPRO,EQ,260.0,268.95,257.0,268.25,268.5,257.7,667432,177804502.5,10-JUL-2017,6517,INE075A01022
YESBANK,EQ,1512.0,1522.0,1460.85,1512.9,1511.2,1505.75,315651,478086694.45,10-JUL-2017,10304,INE528G01019
